# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	93570	95228	+							EMQ_RS00380	1659		old_locus_tag=EMQ_0076
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	93570	95228	+	WP_010667078.1	WP_010667078.1		porin			EMQ_RS00380	1659	552	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	95254	96285	+							EMQ_RS00385	1032		old_locus_tag=EMQ_0077
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	95254	96285	+	WP_026199921.1	WP_026199921.1		sulfate ABC transporter substrate-binding protein			EMQ_RS00385	1032	343	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	96492	97457	-							EMQ_RS00390	966		old_locus_tag=EMQ_0078
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	96492	97457	-	WP_010666510.1	WP_010666510.1		ABC transporter ATP-binding protein			EMQ_RS00390	966	321	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	97454	98467	-							EMQ_RS00395	1014		old_locus_tag=EMQ_0079
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	97454	98467	-	WP_010666509.1	WP_010666509.1		ABC transporter ATP-binding protein			EMQ_RS00395	1014	337	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	98457	99431	-							EMQ_RS00400	975		old_locus_tag=EMQ_0080
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	98457	99431	-	WP_010666508.1	WP_010666508.1		ABC transporter permease			EMQ_RS00400	975	324	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	99431	100438	-							EMQ_RS00405	1008		old_locus_tag=EMQ_0081
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	99431	100438	-	WP_010666507.1	WP_010666507.1		ABC transporter permease			EMQ_RS00405	1008	335	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	100435	102216	-							EMQ_RS00410	1782		old_locus_tag=EMQ_0082
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	100435	102216	-	WP_231367892.1	WP_231367892.1		ABC transporter substrate-binding protein			EMQ_RS00410	1782	593	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	102262	102903	-							EMQ_RS00415	642		old_locus_tag=EMQ_0083
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	102262	102903	-	WP_010666505.1	WP_010666505.1		SCO family protein			EMQ_RS00415	642	213	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	102903	105683	-					polA		EMQ_RS00420	2781		old_locus_tag=EMQ_0084
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	102903	105683	-	WP_010666504.1	WP_010666504.1		DNA polymerase I	polA		EMQ_RS00420	2781	926	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	105697	105912	-							EMQ_RS00425	216		old_locus_tag=EMQ_0085
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	105697	105912	-	WP_010666503.1	WP_010666503.1		zinc-finger domain-containing protein			EMQ_RS00425	216	71	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	106050	107111	+							EMQ_RS00430	1062		old_locus_tag=EMQ_0086
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	106050	107111	+	WP_231367891.1	WP_231367891.1		alpha/beta hydrolase			EMQ_RS00430	1062	353	
gene	tRNA	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	107184	107260	+							EMQ_RS00435	77		old_locus_tag=EMQ_t001
tRNA		GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	107184	107260	+				tRNA-Arg			EMQ_RS00435	77		anticodon=CCG
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	107574	108302	+							EMQ_RS00440	729		old_locus_tag=EMQ_0087
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	107574	108302	+	WP_018307662.1	WP_018307662.1		glycosyltransferase family 25 protein			EMQ_RS00440	729	242	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	108409	109077	+							EMQ_RS00445	669		old_locus_tag=EMQ_0088
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	108409	109077	+	WP_010666216.1	WP_010666216.1		glutathione S-transferase family protein			EMQ_RS00445	669	222	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	109154	110074	-							EMQ_RS00450	921		old_locus_tag=EMQ_0089
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	109154	110074	-	WP_018307661.1	WP_018307661.1		LysR family transcriptional regulator			EMQ_RS00450	921	306	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	110159	110932	+							EMQ_RS00455	774		old_locus_tag=EMQ_0090
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	110159	110932	+	WP_010666237.1	WP_010666237.1		SDR family oxidoreductase			EMQ_RS00455	774	257	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	111047	112231	+							EMQ_RS00460	1185		old_locus_tag=EMQ_0091
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	111047	112231	+	WP_010666236.1	WP_010666236.1		low temperature requirement protein A			EMQ_RS00460	1185	394	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	112499	112639	+							EMQ_RS00465	141		old_locus_tag=EMQ_0092
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	112499	112639	+	WP_010666235.1	WP_010666235.1		hypothetical protein			EMQ_RS00465	141	46	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	112712	113626	+							EMQ_RS00470	915		old_locus_tag=EMQ_0093
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	112712	113626	+	WP_010666234.1	WP_010666234.1		hypothetical protein			EMQ_RS00470	915	304	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	113727	114707	+					nadA		EMQ_RS00475	981		old_locus_tag=EMQ_0094
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	113727	114707	+	WP_010666233.1	WP_010666233.1		quinolinate synthase NadA	nadA		EMQ_RS00475	981	326	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	114737	115591	+					nadC		EMQ_RS00480	855		old_locus_tag=EMQ_0095
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	114737	115591	+	WP_010666232.1	WP_010666232.1		carboxylating nicotinate-nucleotide diphosphorylase	nadC		EMQ_RS00480	855	284	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	116029	117129	+							EMQ_RS00485	1101		old_locus_tag=EMQ_0097
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	116029	117129	+	WP_231367890.1	WP_231367890.1		radical SAM protein			EMQ_RS00485	1101	366	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	117186	118694	-					der		EMQ_RS00490	1509		old_locus_tag=EMQ_0098
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	117186	118694	-	WP_010666229.1	WP_010666229.1		ribosome biogenesis GTPase Der	der		EMQ_RS00490	1509	502	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	118738	120126	-							EMQ_RS00495	1389		old_locus_tag=EMQ_0099
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	118738	120126	-	WP_010666228.1	WP_010666228.1		PQQ-binding-like beta-propeller repeat protein			EMQ_RS00495	1389	462	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	120185	120874	-							EMQ_RS00500	690		old_locus_tag=EMQ_0100
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	120185	120874	-	WP_010666227.1	WP_010666227.1		tetratricopeptide repeat protein			EMQ_RS00500	690	229	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	121109	121444	+							EMQ_RS00505	336		old_locus_tag=EMQ_0101
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	121109	121444	+	WP_010666226.1	WP_010666226.1		hypothetical protein			EMQ_RS00505	336	111	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	121438	122487	-							EMQ_RS00510	1050		old_locus_tag=EMQ_0102
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	121438	122487	-	WP_010666225.1	WP_010666225.1		enoyl-CoA hydratase/isomerase family protein			EMQ_RS00510	1050	349	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	122665	123117	+							EMQ_RS00515	453		old_locus_tag=EMQ_0103
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	122665	123117	+	WP_018307660.1	WP_018307660.1		flavin reductase			EMQ_RS00515	453	150	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	123329	123688	-					arsC		EMQ_RS00520	360		old_locus_tag=EMQ_0104
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	123329	123688	-	WP_010668952.1	WP_010668952.1		arsenate reductase (glutaredoxin)	arsC		EMQ_RS00520	360	119	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	123880	124083	+							EMQ_RS00525	204		old_locus_tag=EMQ_0105
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	123880	124083	+	WP_010668951.1	WP_010668951.1		cold-shock protein			EMQ_RS00525	204	67	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	124179	125339	+							EMQ_RS00530	1161		old_locus_tag=EMQ_0106
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	124179	125339	+	WP_018307659.1	WP_018307659.1		SMP-30/gluconolactonase/LRE family protein			EMQ_RS00530	1161	386	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	125699	126319	+							EMQ_RS00535	621		old_locus_tag=EMQ_0107
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	125699	126319	+	WP_010666560.1	WP_010666560.1		transglycosylase SLT domain-containing protein			EMQ_RS00535	621	206	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	126731	127705	-							EMQ_RS00540	975		old_locus_tag=EMQ_0108
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	126731	127705	-	WP_010669251.1	WP_010669251.1		hypothetical protein			EMQ_RS00540	975	324	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	128077	128865	-							EMQ_RS00545	789		old_locus_tag=EMQ_0109
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	128077	128865	-	WP_010668807.1	WP_010668807.1		CHAP domain-containing protein			EMQ_RS00545	789	262	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	129261	130229	-							EMQ_RS00550	969		old_locus_tag=EMQ_0110
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	129261	130229	-	WP_010668808.1	WP_010668808.1		NAD-dependent epimerase/dehydratase family protein			EMQ_RS00550	969	322	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	130279	130791	-							EMQ_RS00555	513		old_locus_tag=EMQ_0111
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	130279	130791	-	WP_231368032.1	WP_231368032.1		DUF192 domain-containing protein			EMQ_RS00555	513	170	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	130895	131563	-							EMQ_RS00560	669		old_locus_tag=EMQ_0112
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	130895	131563	-	WP_010668810.1	WP_010668810.1		MBL fold metallo-hydrolase			EMQ_RS00560	669	222	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	131601	132011	-							EMQ_RS00565	411		old_locus_tag=EMQ_0113
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	131601	132011	-	WP_010668811.1	WP_010668811.1		host attachment protein			EMQ_RS00565	411	136	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	132202	133311	+							EMQ_RS00570	1110		old_locus_tag=EMQ_0115
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	132202	133311	+	WP_048874166.1	WP_048874166.1		XdhC family protein			EMQ_RS00570	1110	369	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	133284	133952	+							EMQ_RS00575	669		old_locus_tag=EMQ_0116
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	133284	133952	+	WP_010668309.1	WP_010668309.1		nucleotidyltransferase family protein			EMQ_RS00575	669	222	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	134088	135131	+							EMQ_RS00580	1044		old_locus_tag=EMQ_0117
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	134088	135131	+	WP_010668308.1	WP_010668308.1		isopenicillin N synthase family oxygenase			EMQ_RS00580	1044	347	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	135158	136519	+							EMQ_RS00585	1362		old_locus_tag=EMQ_0118
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	135158	136519	+	WP_010668307.1	WP_010668307.1		cytosine permease			EMQ_RS00585	1362	453	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	136563	137831	+							EMQ_RS00590	1269		old_locus_tag=EMQ_0119
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	136563	137831	+	WP_010668306.1	WP_010668306.1		amidohydrolase family protein			EMQ_RS00590	1269	422	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	137884	138552	-							EMQ_RS00595	669		old_locus_tag=EMQ_0120
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	137884	138552	-	WP_010668305.1	WP_010668305.1		glutathione S-transferase family protein			EMQ_RS00595	669	222	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	138752	139516	+					minC		EMQ_RS00600	765		old_locus_tag=EMQ_0121
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	138752	139516	+	WP_010668304.1	WP_010668304.1		septum site-determining protein MinC	minC		EMQ_RS00600	765	254	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	139629	140444	+					minD		EMQ_RS00605	816		old_locus_tag=EMQ_0122
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	139629	140444	+	WP_010668303.1	WP_010668303.1		septum site-determining protein MinD	minD		EMQ_RS00605	816	271	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	140441	140737	+					minE		EMQ_RS00610	297		old_locus_tag=EMQ_0123
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	140441	140737	+	WP_010668302.1	WP_010668302.1		cell division topological specificity factor MinE	minE		EMQ_RS00610	297	98	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	140884	143043	-							EMQ_RS00615	2160		old_locus_tag=EMQ_0124
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	140884	143043	-	WP_010668301.1	WP_010668301.1		phospholipase C, phosphocholine-specific			EMQ_RS00615	2160	719	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	143390	144886	-							EMQ_RS00620	1497		old_locus_tag=EMQ_0125
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	143390	144886	-	WP_018307653.1	WP_018307653.1		malate:quinone oxidoreductase			EMQ_RS00620	1497	498	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	145222	145650	+							EMQ_RS00625	429		old_locus_tag=EMQ_0126
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	145222	145650	+	WP_018307652.1	WP_018307652.1		OsmC family protein			EMQ_RS00625	429	142	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	145699	146706	-					bioB		EMQ_RS00630	1008		old_locus_tag=EMQ_0127
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	145699	146706	-	WP_010667216.1	WP_010667216.1		biotin synthase BioB	bioB		EMQ_RS00630	1008	335	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	146901	148706	+							EMQ_RS00635	1806		old_locus_tag=EMQ_0128
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	146901	148706	+	WP_018307651.1	WP_018307651.1		EAL domain-containing protein			EMQ_RS00635	1806	601	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	148830	149660	+							EMQ_RS00640	831		old_locus_tag=EMQ_0129
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	148830	149660	+	WP_010667214.1	WP_010667214.1		ferritin-like domain-containing protein			EMQ_RS00640	831	276	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	149782	151863	+							EMQ_RS00645	2082		old_locus_tag=EMQ_0130
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	149782	151863	+	WP_010667213.1	WP_010667213.1		M13 family metallopeptidase			EMQ_RS00645	2082	693	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	151953	152708	+							EMQ_RS00650	756		old_locus_tag=EMQ_0131
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	151953	152708	+	WP_018307650.1	WP_018307650.1		glycine betaine ABC transporter substrate-binding protein			EMQ_RS00650	756	251	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	152721	153041	+							EMQ_RS00655	321		old_locus_tag=EMQ_0132
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	152721	153041	+	WP_231367889.1	WP_231367889.1		hypothetical protein			EMQ_RS00655	321	106	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	153051	153545	+							EMQ_RS00660	495		old_locus_tag=EMQ_0133
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	153051	153545	+	WP_010666869.1	WP_010666869.1		YdcF family protein			EMQ_RS00660	495	164	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	153539	153823	-							EMQ_RS17080	285		old_locus_tag=EMQ_0134
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	153539	153823	-	WP_231367888.1	WP_231367888.1		hypothetical protein			EMQ_RS17080	285	94	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	154040	155011	+					fabD		EMQ_RS00670	972		old_locus_tag=EMQ_0135
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	154040	155011	+	WP_010666871.1	WP_010666871.1		ACP S-malonyltransferase	fabD		EMQ_RS00670	972	323	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	155061	155804	+					fabG		EMQ_RS00675	744		old_locus_tag=EMQ_0136
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	155061	155804	+	WP_010666872.1	WP_010666872.1		3-oxoacyl-[acyl-carrier-protein] reductase	fabG		EMQ_RS00675	744	247	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	156078	156317	+							EMQ_RS00680	240		old_locus_tag=EMQ_0137
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	156078	156317	+	WP_010666873.1	WP_010666873.1		acyl carrier protein			EMQ_RS00680	240	79	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	156448	157680	+					fabF		EMQ_RS00685	1233		old_locus_tag=EMQ_0138
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	156448	157680	+	WP_010666874.1	WP_010666874.1		beta-ketoacyl-ACP synthase II	fabF		EMQ_RS00685	1233	410	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	157767	158015	+							EMQ_RS00690	249		old_locus_tag=EMQ_0139
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	157767	158015	+	WP_010666875.1	WP_010666875.1		DUF3297 family protein			EMQ_RS00690	249	82	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	158210	159475	+							EMQ_RS00695	1266		old_locus_tag=EMQ_0140
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	158210	159475	+	WP_010666877.1	WP_010666877.1		NAD(P)/FAD-dependent oxidoreductase			EMQ_RS00695	1266	421	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	159526	160626	-					pqqE		EMQ_RS00700	1101		old_locus_tag=EMQ_0141
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	159526	160626	-	WP_026199912.1	WP_026199912.1		pyrroloquinoline quinone biosynthesis protein PqqE	pqqE		EMQ_RS00700	1101	366	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	160623	160919	-					pqqD		EMQ_RS00705	297		old_locus_tag=EMQ_0142
